Index,StartTime,EndTime,FrameCnt,DiffTime,DateTime,iso,shutter,fnum,ev,ct,color_md,focal_len,latitude,longitude,rel_alt,abs_alt
3432,"00:00:57,239","00:00:57,256",3432,17,2023-02-07 15:12:07.719,120,1/500.0,2.8,0,5235,default,24.0,37.55985,126.93685,30.7,-7.238
3433,"00:00:57,256","00:00:57,273",3433,17,2023-02-07 15:12:07.736,120,1/500.0,2.8,0,5235,default,24.0,37.55985,126.93685,30.7,-7.238
3434,"00:00:57,273","00:00:57,289",3434,16,2023-02-07 15:12:07.751,120,1/500.0,2.8,0,5235,default,24.0,37.55985,126.93685,30.7,-7.238
3435,"00:00:57,289","00:00:57,306",3435,17,2023-02-07 15:12:07.771,120,1/500.0,2.8,0,5235,default,24.0,37.55985,126.93685,30.7,-7.238
3436,"00:00:57,306","00:00:57,323",3436,17,2023-02-07 15:12:07.784,120,1/500.0,2.8,0,5235,default,24.0,37.55985,126.93685,30.7,-7.238
3437,"00:00:57,323","00:00:57,339",3437,16,2023-02-07 15:12:07.803,120,1/500.0,2.8,0,5235,default,24.0,37.55985,126.93685,30.7,-7.238
3438,"00:00:57,339","00:00:57,356",3438,17,2023-02-07 15:12:07.818,120,1/500.0,2.8,0,5235,default,24.0,37.55985,126.93685,30.7,-7.238
3439,"00:00:57,356","00:00:57,373",3439,17,2023-02-07 15:12:07.837,120,1/500.0,2.8,0,5235,default,24.0,37.55985,126.93685,30.7,-7.238
3440,"00:00:57,373","00:00:57,389",3440,16,2023-02-07 15:12:07.851,120,1/500.0,2.8,0,5235,default,24.0,37.55985,126.93685,30.7,-7.238
3441,"00:00:57,389","00:00:57,406",3441,17,2023-02-07 15:12:07.871,120,1/500.0,2.8,0,5235,default,24.0,37.55985,126.93685,30.7,-7.238
3442,"00:00:57,406","00:00:57,423",3442,17,2023-02-07 15:12:07.885,120,1/500.0,2.8,0,5235,default,24.0,37.55985,126.93685,30.7,-7.238
3443,"00:00:57,423","00:00:57,440",3443,17,2023-02-07 15:12:07.903,120,1/500.0,2.8,0,5235,default,24.0,37.55985,126.93685,30.7,-7.238
3444,"00:00:57,440","00:00:57,456",3444,16,2023-02-07 15:12:07.918,120,1/500.0,2.8,0,5235,default,24.0,37.55985,126.93685,30.7,-7.238
3445,"00:00:57,456","00:00:57,473",3445,17,2023-02-07 15:12:07.937,120,1/500.0,2.8,0,5235,default,24.0,37.55985,126.93685,30.7,-7.238
3446,"00:00:57,473","00:00:57,490",3446,17,2023-02-07 15:12:07.951,120,1/500.0,2.8,0,5235,default,24.0,37.55985,126.93685,30.7,-7.238
3447,"00:00:57,490","00:00:57,506",3447,16,2023-02-07 15:12:07.970,120,1/500.0,2.8,0,5235,default,24.0,37.55985,126.93685,30.7,-7.238
3448,"00:00:57,506","00:00:57,523",3448,17,2023-02-07 15:12:07.985,120,1/500.0,2.8,0,5235,default,24.0,37.55985,126.93685,30.7,-7.238
3449,"00:00:57,523","00:00:57,540",3449,17,2023-02-07 15:12:08.004,120,1/500.0,2.8,0,5235,default,24.0,37.55985,126.93685,30.7,-7.238
3450,"00:00:57,540","00:00:57,556",3450,16,2023-02-07 15:12:08.018,120,1/500.0,2.8,0,5235,default,24.0,37.55985,126.93685,30.7,-7.238
3451,"00:00:57,556","00:00:57,573",3451,17,2023-02-07 15:12:08.037,120,1/500.0,2.8,0,5235,default,24.0,37.55985,126.93685,30.7,-7.238
3452,"00:00:57,573","00:00:57,590",3452,17,2023-02-07 15:12:08.051,120,1/500.0,2.8,0,5235,default,24.0,37.55985,126.93685,30.7,-7.238
3453,"00:00:57,590","00:00:57,606",3453,16,2023-02-07 15:12:08.071,120,1/500.0,2.8,0,5236,default,24.0,37.55985,126.93685,30.7,-7.238
3454,"00:00:57,606","00:00:57,623",3454,17,2023-02-07 15:12:08.085,120,1/500.0,2.8,0,5236,default,24.0,37.55985,126.93685,30.7,-7.238
3455,"00:00:57,623","00:00:57,640",3455,17,2023-02-07 15:12:08.104,120,1/500.0,2.8,0,5236,default,24.0,37.55985,126.93685,30.7,-7.238
3456,"00:00:57,640","00:00:57,656",3456,16,2023-02-07 15:12:08.118,120,1/500.0,2.8,0,5236,default,24.0,37.55985,126.93685,30.7,-7.238
3457,"00:00:57,656","00:00:57,673",3457,17,2023-02-07 15:12:08.137,120,1/500.0,2.8,0,5236,default,24.0,37.55985,126.93685,30.7,-7.238
3458,"00:00:57,673","00:00:57,690",3458,17,2023-02-07 15:12:08.151,120,1/500.0,2.8,0,5236,default,24.0,37.55985,126.93685,30.7,-7.238
3459,"00:00:57,690","00:00:57,706",3459,16,2023-02-07 15:12:08.171,120,1/500.0,2.8,0,5236,default,24.0,37.55985,126.93685,30.7,-7.238
3460,"00:00:57,706","00:00:57,723",3460,17,2023-02-07 15:12:08.185,120,1/500.0,2.8,0,5236,default,24.0,37.55985,126.93685,30.7,-7.238
3461,"00:00:57,723","00:00:57,740",3461,17,2023-02-07 15:12:08.204,120,1/500.0,2.8,0,5236,default,24.0,37.55985,126.93685,30.7,-7.238
3462,"00:00:57,740","00:00:57,757",3462,17,2023-02-07 15:12:08.218,120,1/500.0,2.8,0,5236,default,24.0,37.55985,126.93685,30.7,-7.238
3463,"00:00:57,757","00:00:57,773",3463,16,2023-02-07 15:12:08.237,120,1/500.0,2.8,0,5236,default,24.0,37.55985,126.93685,30.7,-7.238
3464,"00:00:57,773","00:00:57,790",3464,17,2023-02-07 15:12:08.251,120,1/500.0,2.8,0,5236,default,24.0,37.55985,126.93685,30.7,-7.238
3465,"00:00:57,790","00:00:57,807",3465,17,2023-02-07 15:12:08.270,120,1/500.0,2.8,0,5236,default,24.0,37.55985,126.93685,30.7,-7.238
3466,"00:00:57,807","00:00:57,823",3466,16,2023-02-07 15:12:08.285,120,1/500.0,2.8,0,5236,default,24.0,37.55985,126.93685,30.7,-7.238
3467,"00:00:57,823","00:00:57,840",3467,17,2023-02-07 15:12:08.303,120,1/500.0,2.8,0,5236,default,24.0,37.55985,126.93685,30.7,-7.238
3468,"00:00:57,840","00:00:57,857",3468,17,2023-02-07 15:12:08.318,120,1/500.0,2.8,0,5236,default,24.0,37.55985,126.93685,30.7,-7.238
3469,"00:00:57,857","00:00:57,873",3469,16,2023-02-07 15:12:08.337,120,1/500.0,2.8,0,5236,default,24.0,37.55985,126.93685,30.7,-7.238
3470,"00:00:57,873","00:00:57,890",3470,17,2023-02-07 15:12:08.352,120,1/500.0,2.8,0,5236,default,24.0,37.55985,126.93685,30.7,-7.238
3471,"00:00:57,890","00:00:57,907",3471,17,2023-02-07 15:12:08.371,120,1/500.0,2.8,0,5234,default,24.0,37.55985,126.93685,30.7,-7.238
3472,"00:00:57,907","00:00:57,923",3472,16,2023-02-07 15:12:08.386,120,1/500.0,2.8,0,5234,default,24.0,37.55985,126.93685,30.7,-7.238
3473,"00:00:57,923","00:00:57,940",3473,17,2023-02-07 15:12:08.405,120,1/500.0,2.8,0,5234,default,24.0,37.55985,126.93685,30.7,-7.238
3474,"00:00:57,940","00:00:57,957",3474,17,2023-02-07 15:12:08.419,120,1/500.0,2.8,0,5234,default,24.0,37.55985,126.93685,30.7,-7.238
3475,"00:00:57,957","00:00:57,973",3475,16,2023-02-07 15:12:08.437,120,1/500.0,2.8,0,5234,default,24.0,37.55985,126.93685,30.7,-7.238
3476,"00:00:57,973","00:00:57,990",3476,17,2023-02-07 15:12:08.452,120,1/500.0,2.8,0,5234,default,24.0,37.55985,126.93685,30.7,-7.238
3477,"00:00:57,990","00:00:58,007",3477,17,2023-02-07 15:12:08.471,120,1/500.0,2.8,0,5234,default,24.0,37.55985,126.93685,30.7,-7.238
3478,"00:00:58,007","00:00:58,023",3478,16,2023-02-07 15:12:08.486,120,1/500.0,2.8,0,5234,default,24.0,37.55985,126.93685,30.7,-7.238
3479,"00:00:58,023","00:00:58,040",3479,17,2023-02-07 15:12:08.503,120,1/500.0,2.8,0,5234,default,24.0,37.55985,126.93685,30.7,-7.238
3480,"00:00:58,040","00:00:58,057",3480,17,2023-02-07 15:12:08.518,120,1/500.0,2.8,0,5234,default,24.0,37.55985,126.93685,30.7,-7.238
3481,"00:00:58,057","00:00:58,074",3481,17,2023-02-07 15:12:08.538,120,1/500.0,2.8,0,5234,default,24.0,37.55985,126.93685,30.7,-7.238
3482,"00:00:58,074","00:00:58,090",3482,16,2023-02-07 15:12:08.552,120,1/500.0,2.8,0,5234,default,24.0,37.55985,126.93685,30.7,-7.238
3483,"00:00:58,090","00:00:58,107",3483,17,2023-02-07 15:12:08.571,120,1/500.0,2.8,0,5234,default,24.0,37.55985,126.93685,30.7,-7.238
3484,"00:00:58,107","00:00:58,124",3484,17,2023-02-07 15:12:08.585,120,1/500.0,2.8,0,5234,default,24.0,37.55985,126.93685,30.7,-7.238
3485,"00:00:58,124","00:00:58,140",3485,16,2023-02-07 15:12:08.605,120,1/500.0,2.8,0,5234,default,24.0,37.55985,126.93685,30.7,-7.238
3486,"00:00:58,140","00:00:58,157",3486,17,2023-02-07 15:12:08.619,120,1/500.0,2.8,0,5234,default,24.0,37.55985,126.93685,30.7,-7.238
3487,"00:00:58,157","00:00:58,174",3487,17,2023-02-07 15:12:08.638,120,1/500.0,2.8,0,5234,default,24.0,37.55985,126.93685,30.7,-7.238
3488,"00:00:58,174","00:00:58,190",3488,16,2023-02-07 15:12:08.652,120,1/500.0,2.8,0,5234,default,24.0,37.55985,126.93685,30.7,-7.238
3489,"00:00:58,190","00:00:58,207",3489,17,2023-02-07 15:12:08.671,110,1/500.0,2.8,0,5236,default,24.0,37.55985,126.93685,30.7,-7.238
3490,"00:00:58,207","00:00:58,224",3490,17,2023-02-07 15:12:08.685,110,1/500.0,2.8,0,5236,default,24.0,37.55985,126.93685,30.7,-7.238
3491,"00:00:58,224","00:00:58,240",3491,16,2023-02-07 15:12:08.704,110,1/500.0,2.8,0,5236,default,24.0,37.55985,126.93685,30.7,-7.238
3492,"00:00:58,240","00:00:58,257",3492,17,2023-02-07 15:12:08.721,110,1/500.0,2.8,0,5237,default,24.0,37.55985,126.93685,30.7,-7.238
3493,"00:00:58,257","00:00:58,274",3493,17,2023-02-07 15:12:08.738,110,1/500.0,2.8,0,5237,default,24.0,37.55985,126.93685,30.7,-7.238
3494,"00:00:58,274","00:00:58,290",3494,16,2023-02-07 15:12:08.752,110,1/500.0,2.8,0,5237,default,24.0,37.55985,126.93685,30.7,-7.238
3495,"00:00:58,290","00:00:58,307",3495,17,2023-02-07 15:12:08.771,110,1/500.0,2.8,0,5237,default,24.0,37.55985,126.93685,30.7,-7.238
3496,"00:00:58,307","00:00:58,324",3496,17,2023-02-07 15:12:08.786,110,1/500.0,2.8,0,5237,default,24.0,37.55985,126.93685,30.7,-7.238
3497,"00:00:58,324","00:00:58,340",3497,16,2023-02-07 15:12:08.804,110,1/500.0,2.8,0,5237,default,24.0,37.55985,126.93685,30.7,-7.238
3498,"00:00:58,340","00:00:58,357",3498,17,2023-02-07 15:12:08.820,110,1/500.0,2.8,0,5237,default,24.0,37.55985,126.93685,30.7,-7.238
3499,"00:00:58,357","00:00:58,374",3499,17,2023-02-07 15:12:08.838,110,1/500.0,2.8,0,5237,default,24.0,37.55985,126.93685,30.7,-7.238
3500,"00:00:58,374","00:00:58,390",3500,16,2023-02-07 15:12:08.853,110,1/500.0,2.8,0,5237,default,24.0,37.55985,126.93685,30.7,-7.238
3501,"00:00:58,390","00:00:58,407",3501,17,2023-02-07 15:12:08.871,110,1/500.0,2.8,0,5239,default,24.0,37.55985,126.93685,30.7,-7.238
3502,"00:00:58,407","00:00:58,424",3502,17,2023-02-07 15:12:08.886,110,1/500.0,2.8,0,5239,default,24.0,37.55985,126.93685,30.7,-7.238
3503,"00:00:58,424","00:00:58,441",3503,17,2023-02-07 15:12:08.904,110,1/500.0,2.8,0,5239,default,24.0,37.55985,126.93685,30.7,-7.238
3504,"00:00:58,441","00:00:58,457",3504,16,2023-02-07 15:12:08.920,110,1/500.0,2.8,0,5240,default,24.0,37.55985,126.93685,30.7,-7.238
3505,"00:00:58,457","00:00:58,474",3505,17,2023-02-07 15:12:08.938,110,1/500.0,2.8,0,5241,default,24.0,37.55985,126.93685,30.6,-7.338
3506,"00:00:58,474","00:00:58,491",3506,17,2023-02-07 15:12:08.952,110,1/500.0,2.8,0,5241,default,24.0,37.55985,126.93685,30.6,-7.338
3507,"00:00:58,491","00:00:58,507",3507,16,2023-02-07 15:12:08.972,110,1/500.0,2.8,0,5241,default,24.0,37.55985,126.93685,30.6,-7.338
3508,"00:00:58,507","00:00:58,524",3508,17,2023-02-07 15:12:08.986,110,1/500.0,2.8,0,5241,default,24.0,37.55985,126.93685,30.6,-7.338
3509,"00:00:58,524","00:00:58,541",3509,17,2023-02-07 15:12:09.005,110,1/500.0,2.8,0,5241,default,24.0,37.55985,126.93685,30.6,-7.338
3510,"00:00:58,541","00:00:58,557",3510,16,2023-02-07 15:12:09.019,110,1/500.0,2.8,0,5241,default,24.0,37.55985,126.93685,30.6,-7.338
3511,"00:00:58,557","00:00:58,574",3511,17,2023-02-07 15:12:09.038,110,1/500.0,2.8,0,5241,default,24.0,37.55985,126.93685,30.6,-7.338
3512,"00:00:58,574","00:00:58,591",3512,17,2023-02-07 15:12:09.052,110,1/500.0,2.8,0,5241,default,24.0,37.55985,126.93685,30.6,-7.338
3513,"00:00:58,591","00:00:58,607",3513,16,2023-02-07 15:12:09.072,110,1/500.0,2.8,0,5241,default,24.0,37.55985,126.93685,30.6,-7.338
3514,"00:00:58,607","00:00:58,624",3514,17,2023-02-07 15:12:09.086,110,1/500.0,2.8,0,5241,default,24.0,37.55985,126.93685,30.6,-7.338
3515,"00:00:58,624","00:00:58,641",3515,17,2023-02-07 15:12:09.104,110,1/500.0,2.8,0,5241,default,24.0,37.55985,126.93685,30.6,-7.338
3516,"00:00:58,641","00:00:58,657",3516,16,2023-02-07 15:12:09.119,110,1/500.0,2.8,0,5242,default,24.0,37.55985,126.93685,30.6,-7.338
3517,"00:00:58,657","00:00:58,674",3517,17,2023-02-07 15:12:09.139,110,1/500.0,2.8,0,5243,default,24.0,37.55985,126.93685,30.6,-7.338
3518,"00:00:58,674","00:00:58,691",3518,17,2023-02-07 15:12:09.152,110,1/500.0,2.8,0,5243,default,24.0,37.55985,126.93685,30.6,-7.338
3519,"00:00:58,691","00:00:58,707",3519,16,2023-02-07 15:12:09.172,110,1/500.0,2.8,0,5243,default,24.0,37.55985,126.93685,30.6,-7.338
3520,"00:00:58,707","00:00:58,724",3520,17,2023-02-07 15:12:09.187,110,1/500.0,2.8,0,5243,default,24.0,37.55985,126.93685,30.6,-7.338
3521,"00:00:58,724","00:00:58,741",3521,17,2023-02-07 15:12:09.205,110,1/500.0,2.8,0,5243,default,24.0,37.55985,126.93685,30.6,-7.338
3522,"00:00:58,741","00:00:58,758",3522,17,2023-02-07 15:12:09.219,110,1/500.0,2.8,0,5243,default,24.0,37.55985,126.93685,30.6,-7.338
3523,"00:00:58,758","00:00:58,774",3523,16,2023-02-07 15:12:09.238,110,1/500.0,2.8,0,5243,default,24.0,37.55985,126.93685,30.6,-7.338
3524,"00:00:58,774","00:00:58,791",3524,17,2023-02-07 15:12:09.253,110,1/500.0,2.8,0,5243,default,24.0,37.55985,126.93685,30.6,-7.338
3525,"00:00:58,791","00:00:58,808",3525,17,2023-02-07 15:12:09.272,110,1/500.0,2.8,0,5244,default,24.0,37.55985,126.93685,30.6,-7.338
3526,"00:00:58,808","00:00:58,824",3526,16,2023-02-07 15:12:09.286,110,1/500.0,2.8,0,5244,default,24.0,37.55985,126.93685,30.6,-7.338
3527,"00:00:58,824","00:00:58,841",3527,17,2023-02-07 15:12:09.305,110,1/500.0,2.8,0,5244,default,24.0,37.55985,126.93685,30.6,-7.338
3528,"00:00:58,841","00:00:58,858",3528,17,2023-02-07 15:12:09.320,110,1/500.0,2.8,0,5244,default,24.0,37.55985,126.93685,30.6,-7.338
3529,"00:00:58,858","00:00:58,874",3529,16,2023-02-07 15:12:09.339,110,1/500.0,2.8,0,5245,default,24.0,37.55985,126.93685,30.6,-7.338
3530,"00:00:58,874","00:00:58,891",3530,17,2023-02-07 15:12:09.353,110,1/500.0,2.8,0,5245,default,24.0,37.55985,126.93685,30.6,-7.338
3531,"00:00:58,891","00:00:58,908",3531,17,2023-02-07 15:12:09.372,110,1/500.0,2.8,0,5246,default,24.0,37.55985,126.93685,30.6,-7.338
3532,"00:00:58,908","00:00:58,924",3532,16,2023-02-07 15:12:09.386,110,1/500.0,2.8,0,5247,default,24.0,37.55985,126.93685,30.6,-7.338
3533,"00:00:58,924","00:00:58,941",3533,17,2023-02-07 15:12:09.405,110,1/500.0,2.8,0,5247,default,24.0,37.55985,126.93685,30.6,-7.338
3534,"00:00:58,941","00:00:58,958",3534,17,2023-02-07 15:12:09.419,110,1/500.0,2.8,0,5247,default,24.0,37.55985,126.93685,30.6,-7.338
3535,"00:00:58,958","00:00:58,974",3535,16,2023-02-07 15:12:09.438,110,1/500.0,2.8,0,5247,default,24.0,37.55985,126.93685,30.6,-7.338
3536,"00:00:58,974","00:00:58,991",3536,17,2023-02-07 15:12:09.453,110,1/500.0,2.8,0,5247,default,24.0,37.55985,126.93685,30.6,-7.338
3537,"00:00:58,991","00:00:59,008",3537,17,2023-02-07 15:12:09.473,110,1/500.0,2.8,0,5247,default,24.0,37.55985,126.93685,30.6,-7.338
3538,"00:00:59,008","00:00:59,024",3538,16,2023-02-07 15:12:09.487,110,1/500.0,2.8,0,5247,default,24.0,37.55985,126.93685,30.6,-7.338
3539,"00:00:59,024","00:00:59,041",3539,17,2023-02-07 15:12:09.505,110,1/500.0,2.8,0,5247,default,24.0,37.55985,126.93685,30.6,-7.338
3540,"00:00:59,041","00:00:59,058",3540,17,2023-02-07 15:12:09.520,110,1/500.0,2.8,0,5247,default,24.0,37.55985,126.93685,30.6,-7.338
3541,"00:00:59,058","00:00:59,075",3541,17,2023-02-07 15:12:09.539,110,1/500.0,2.8,0,5247,default,24.0,37.55985,126.93685,30.6,-7.338
3542,"00:00:59,075","00:00:59,091",3542,16,2023-02-07 15:12:09.553,110,1/500.0,2.8,0,5247,default,24.0,37.55985,126.93685,30.6,-7.338
3543,"00:00:59,091","00:00:59,108",3543,17,2023-02-07 15:12:09.573,110,1/500.0,2.8,0,5247,default,24.0,37.55985,126.93685,30.6,-7.338
3544,"00:00:59,108","00:00:59,125",3544,17,2023-02-07 15:12:09.588,110,1/500.0,2.8,0,5247,default,24.0,37.55985,126.93685,30.6,-7.338
3545,"00:00:59,125","00:00:59,141",3545,16,2023-02-07 15:12:09.605,110,1/500.0,2.8,0,5247,default,24.0,37.55985,126.93685,30.6,-7.338
3546,"00:00:59,141","00:00:59,158",3546,17,2023-02-07 15:12:09.620,110,1/500.0,2.8,0,5247,default,24.0,37.55985,126.93685,30.6,-7.338
3547,"00:00:59,158","00:00:59,175",3547,17,2023-02-07 15:12:09.640,110,1/500.0,2.8,0,5247,default,24.0,37.55985,126.93685,30.6,-7.338
3548,"00:00:59,175","00:00:59,191",3548,16,2023-02-07 15:12:09.653,110,1/500.0,2.8,0,5247,default,24.0,37.55985,126.93685,30.6,-7.338
3549,"00:00:59,191","00:00:59,208",3549,17,2023-02-07 15:12:09.672,110,1/500.0,2.8,0,5247,default,24.0,37.55985,126.93685,30.6,-7.338
3550,"00:00:59,208","00:00:59,225",3550,17,2023-02-07 15:12:09.688,110,1/500.0,2.8,0,5247,default,24.0,37.55985,126.93685,30.6,-7.338
3551,"00:00:59,225","00:00:59,241",3551,16,2023-02-07 15:12:09.705,110,1/500.0,2.8,0,5247,default,24.0,37.55985,126.93685,30.6,-7.338
3552,"00:00:59,241","00:00:59,258",3552,17,2023-02-07 15:12:09.720,110,1/500.0,2.8,0,5247,default,24.0,37.55985,126.93685,30.6,-7.338
3553,"00:00:59,258","00:00:59,275",3553,17,2023-02-07 15:12:09.738,110,1/500.0,2.8,0,5247,default,24.0,37.55985,126.93685,30.6,-7.338
3554,"00:00:59,275","00:00:59,291",3554,16,2023-02-07 15:12:09.753,110,1/500.0,2.8,0,5247,default,24.0,37.55985,126.93685,30.6,-7.338
3555,"00:00:59,291","00:00:59,308",3555,17,2023-02-07 15:12:09.774,110,1/500.0,2.8,0,5247,default,24.0,37.55985,126.93685,30.6,-7.338
3556,"00:00:59,308","00:00:59,325",3556,17,2023-02-07 15:12:09.787,110,1/500.0,2.8,0,5247,default,24.0,37.55985,126.93685,30.6,-7.338
3557,"00:00:59,325","00:00:59,341",3557,16,2023-02-07 15:12:09.806,110,1/500.0,2.8,0,5247,default,24.0,37.55985,126.93685,30.6,-7.338
3558,"00:00:59,341","00:00:59,358",3558,17,2023-02-07 15:12:09.820,110,1/500.0,2.8,0,5247,default,24.0,37.55985,126.93685,30.6,-7.338
3559,"00:00:59,358","00:00:59,375",3559,17,2023-02-07 15:12:09.840,110,1/500.0,2.8,0,5247,default,24.0,37.55985,126.93685,30.6,-7.338
3560,"00:00:59,375","00:00:59,391",3560,16,2023-02-07 15:12:09.853,110,1/500.0,2.8,0,5247,default,24.0,37.55985,126.93685,30.6,-7.338
3561,"00:00:59,391","00:00:59,408",3561,17,2023-02-07 15:12:09.872,110,1/500.0,2.8,0,5247,default,24.0,37.55985,126.93685,30.6,-7.338
3562,"00:00:59,408","00:00:59,425",3562,17,2023-02-07 15:12:09.888,110,1/500.0,2.8,0,5247,default,24.0,37.55985,126.93685,30.6,-7.338
3563,"00:00:59,425","00:00:59,442",3563,17,2023-02-07 15:12:09.905,110,1/500.0,2.8,0,5247,default,24.0,37.55985,126.93685,30.6,-7.338
3564,"00:00:59,442","00:00:59,458",3564,16,2023-02-07 15:12:09.922,110,1/500.0,2.8,0,5247,default,24.0,37.55985,126.93685,30.6,-7.338
3565,"00:00:59,458","00:00:59,475",3565,17,2023-02-07 15:12:09.939,110,1/500.0,2.8,0,5247,default,24.0,37.55985,126.93685,30.6,-7.338
3566,"00:00:59,475","00:00:59,492",3566,17,2023-02-07 15:12:09.953,110,1/500.0,2.8,0,5247,default,24.0,37.55985,126.93685,30.6,-7.338
3567,"00:00:59,492","00:00:59,508",3567,16,2023-02-07 15:12:09.972,110,1/500.0,2.8,0,5247,default,24.0,37.55985,126.93685,30.6,-7.338
3568,"00:00:59,508","00:00:59,525",3568,17,2023-02-07 15:12:09.988,110,1/500.0,2.8,0,5247,default,24.0,37.55985,126.93685,30.6,-7.338
3569,"00:00:59,525","00:00:59,542",3569,17,2023-02-07 15:12:10.006,110,1/500.0,2.8,0,5247,default,24.0,37.55985,126.93685,30.6,-7.338
3570,"00:00:59,542","00:00:59,558",3570,16,2023-02-07 15:12:10.021,110,1/500.0,2.8,0,5247,default,24.0,37.55985,126.93685,30.6,-7.338
3571,"00:00:59,558","00:00:59,575",3571,17,2023-02-07 15:12:10.039,110,1/500.0,2.8,0,5247,default,24.0,37.55985,126.93685,30.6,-7.338
3572,"00:00:59,575","00:00:59,592",3572,17,2023-02-07 15:12:10.053,110,1/500.0,2.8,0,5247,default,24.0,37.55985,126.93685,30.6,-7.338
3573,"00:00:59,592","00:00:59,608",3573,16,2023-02-07 15:12:10.072,110,1/500.0,2.8,0,5247,default,24.0,37.55985,126.93685,30.6,-7.338
3574,"00:00:59,608","00:00:59,625",3574,17,2023-02-07 15:12:10.087,110,1/500.0,2.8,0,5247,default,24.0,37.55985,126.93685,30.6,-7.338
3575,"00:00:59,625","00:00:59,642",3575,17,2023-02-07 15:12:10.106,110,1/500.0,2.8,0,5247,default,24.0,37.55985,126.93685,30.6,-7.338
3576,"00:00:59,642","00:00:59,658",3576,16,2023-02-07 15:12:10.120,110,1/500.0,2.8,0,5247,default,24.0,37.55985,126.93685,30.6,-7.338
3577,"00:00:59,658","00:00:59,675",3577,17,2023-02-07 15:12:10.139,110,1/500.0,2.8,0,5247,default,24.0,37.55985,126.93685,30.7,-7.238
3578,"00:00:59,675","00:00:59,692",3578,17,2023-02-07 15:12:10.154,110,1/500.0,2.8,0,5247,default,24.0,37.55985,126.93685,30.7,-7.238
3579,"00:00:59,692","00:00:59,708",3579,16,2023-02-07 15:12:10.174,110,1/500.0,2.8,0,5247,default,24.0,37.55985,126.93685,30.7,-7.238
3580,"00:00:59,708","00:00:59,725",3580,17,2023-02-07 15:12:10.187,110,1/500.0,2.8,0,5247,default,24.0,37.55985,126.93685,30.7,-7.238
3581,"00:00:59,725","00:00:59,742",3581,17,2023-02-07 15:12:10.206,110,1/500.0,2.8,0,5247,default,24.0,37.55985,126.93685,30.7,-7.238
3582,"00:00:59,742","00:00:59,759",3582,17,2023-02-07 15:12:10.221,110,1/500.0,2.8,0,5247,default,24.0,37.55985,126.93685,30.7,-7.238
3583,"00:00:59,759","00:00:59,775",3583,16,2023-02-07 15:12:10.239,110,1/500.0,2.8,0,5247,default,24.0,37.55985,126.93685,30.7,-7.238
3584,"00:00:59,775","00:00:59,792",3584,17,2023-02-07 15:12:10.254,110,1/500.0,2.8,0,5247,default,24.0,37.55985,126.93685,30.7,-7.238
3585,"00:00:59,792","00:00:59,809",3585,17,2023-02-07 15:12:10.273,110,1/500.0,2.8,0,5247,default,24.0,37.55985,126.93685,30.7,-7.238
3586,"00:00:59,809","00:00:59,825",3586,16,2023-02-07 15:12:10.287,110,1/500.0,2.8,0,5247,default,24.0,37.55985,126.93685,30.7,-7.238
3587,"00:00:59,825","00:00:59,842",3587,17,2023-02-07 15:12:10.306,110,1/500.0,2.8,0,5247,default,24.0,37.55985,126.93685,30.7,-7.238
3588,"00:00:59,842","00:00:59,859",3588,17,2023-02-07 15:12:10.320,110,1/500.0,2.8,0,5247,default,24.0,37.55985,126.93685,30.7,-7.238
3589,"00:00:59,859","00:00:59,875",3589,16,2023-02-07 15:12:10.340,110,1/500.0,2.8,0,5247,default,24.0,37.55985,126.93685,30.7,-7.238
3590,"00:00:59,875","00:00:59,892",3590,17,2023-02-07 15:12:10.354,110,1/500.0,2.8,0,5247,default,24.0,37.55985,126.93685,30.7,-7.238
3591,"00:00:59,892","00:00:59,909",3591,17,2023-02-07 15:12:10.373,110,1/500.0,2.8,0,5247,default,24.0,37.55985,126.93685,30.7,-7.238
3592,"00:00:59,909","00:00:59,925",3592,16,2023-02-07 15:12:10.388,110,1/500.0,2.8,0,5247,default,24.0,37.55985,126.93685,30.7,-7.238
3593,"00:00:59,925","00:00:59,942",3593,17,2023-02-07 15:12:10.406,110,1/500.0,2.8,0,5247,default,24.0,37.55985,126.93685,30.7,-7.238
3594,"00:00:59,942","00:00:59,959",3594,17,2023-02-07 15:12:10.421,110,1/500.0,2.8,0,5247,default,24.0,37.55985,126.93685,30.7,-7.238
3595,"00:00:59,959","00:00:59,975",3595,16,2023-02-07 15:12:10.439,110,1/500.0,2.8,0,5247,default,24.0,37.55985,126.93685,30.7,-7.238
3596,"00:00:59,975","00:00:59,992",3596,17,2023-02-07 15:12:10.454,110,1/500.0,2.8,0,5247,default,24.0,37.55985,126.93685,30.7,-7.238
3597,"00:00:59,992","00:01:00,009",3597,17,2023-02-07 15:12:10.473,110,1/500.0,2.8,0,5247,default,24.0,37.55985,126.93685,30.7,-7.238
3598,"00:01:00,009","00:01:00,025",3598,16,2023-02-07 15:12:10.487,110,1/500.0,2.8,0,5247,default,24.0,37.55985,126.93685,30.7,-7.238
3599,"00:01:00,025","00:01:00,042",3599,17,2023-02-07 15:12:10.506,110,1/500.0,2.8,0,5247,default,24.0,37.55985,126.93685,30.7,-7.238
3600,"00:01:00,042","00:01:00,059",3600,17,2023-02-07 15:12:10.521,110,1/500.0,2.8,0,5247,default,24.0,37.55985,126.93685,30.7,-7.238
